	kieu_dang	hop_so	km_da_di	nhien_lieu	so_cho_ngoi	tinh_trang	xuat_xu	nam_sx	gia	dong_xe	hang
9996	SUV / Cross over	Tự động	46123	Xăng	5	Đã sử dụng	Nhập khẩu	2016	1339000000.0	Q5	Audi
15971	Sedan	Tự động	55000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	470000000.0	Cerato	Kia
18431	Sedan	Số sàn	150000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	320000000.0	Vios	Toyota
36640	Sedan	Số sàn	90000	Xăng	7	Đã sử dụng	Nhập khẩu	2010	185000000.0	Carens	Kia
26593	Bán tải / Pickup	Số sàn	177	Dầu	5	Đã sử dụng	Nhập khẩu	2014	395000000.0	Ranger	Ford
37956	Sedan	Tự động	15000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	645000000.0	Elantra	Hyundai
31826	SUV / Cross over	Tự động	6200	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1350000000.0	LUX	VinFast
37322	Hatchback	Số sàn	150000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	119000000.0	Morning	Kia
39508	SUV / Cross over	Tự động	70000	Xăng	8	Đã sử dụng	Nhập khẩu	2011	3339000000.0	LX	Lexus
5978	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	1009000000.0	Camry	Toyota
23719	SUV / Cross over	Tự động	10000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2020	1180000000.0	SantaFe	Hyundai
15350	SUV / Cross over	Số sàn	145000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2009	318000000.0	Captiva	Chevrolet
32300	SUV / Cross over	Tự động	12000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1999000000.0	GLCclass	Mercedes Benz
23560	SUV / Cross over	Tự động	240000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	1020000000.0	RangeRoverSport	LandRover
35115	Hatchback	Số sàn	54000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	255000000.0	Morning	Kia
21441	Hatchback	Tự động	50000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	500000000.0	Yaris	Toyota
26752	Sedan	Số sàn	68000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	256000000.0	Aveo	Chevrolet
39512	Sedan	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	435000000.0	Cerato	Kia
23301	SUV / Cross over	Số sàn	32000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2019	888000000.0	Fortuner	Toyota
40576	Coupe	Tự động	75000	Xăng	4	Đã sử dụng	Nhập khẩu	2008	826000000.0	TT	Audi
16398	SUV / Cross over	Số sàn	100000	Dầu	8	Đã sử dụng	Nhập khẩu	2017	765000000.0	Fortuner	Toyota
922	Sedan	Tự động	68000	Xăng	5	Đã sử dụng	Nhập khẩu	2012	339000000.0	Accent	Hyundai
6021	SUV / Cross over	Số sàn	40000	Xăng	7	Đã sử dụng	Nhập khẩu	2020	403000000.0	Ertiga	Suzuki
33202	Sedan	Số sàn	850000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	345000000.0	Vios	Toyota
26628	Sedan	Số sàn	110000	Xăng	4	Đã sử dụng	Nhập khẩu	2015	320000000.0	Vios	Toyota
8365	Hatchback	Tự động	240000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	265000000.0	Focus	Ford
11972	SUV / Cross over	Tự động	120000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	645000000.0	Captiva	Chevrolet
34662	SUV / Cross over	Tự động	60000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2016	620000000.0	Fortuner	Toyota
25621	Sedan	Tự động	69000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	399000000.0	City	Honda
7602	Hatchback	Tự động	53000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	339000000.0	I10	Hyundai
15478	Hatchback	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	430000000.0	Morning	Kia
9220	Hatchback	Tự động	41000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	395000000.0	RIO	Kia
38294	Sedan	Tự động	28000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	680000000.0	Civic	Honda
25534	Truck	Số sàn	0	Xăng	3	Mới	Lắp ráp trong nước	2021	275000000.0	SuperCarryTruck	Suzuki
2562	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	718000000.0	Corolla	Toyota
16006	Sedan	Tự động	12900	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	680000000.0	Corolla	Toyota
27983	Sedan	Tự động	85000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	336000000.0	Avante	Hyundai
21911	Sedan	Tự động	22000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	535000000.0	City	Honda
20021	Bán tải / Pickup	Tự động	20000	Dầu	5	Đã sử dụng	Nhập khẩu	2021	695000000.0	Ranger	Ford
2591	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	8054000000.0	Quattroporte	Maserati
35185	Van/Minivan	Số sàn	104	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2016	408000000.0	Innova	Toyota
37699	Sedan	Tự động	9999	Xăng	5	Đã sử dụng	Nhập khẩu	2004	123456000.0	Mondeo	Ford
38668	Sedan	Tự động	40000	Xăng	4	Đã sử dụng	Nhập khẩu	2019	570000000.0	Elantra	Hyundai
32750	Sedan	Tự động	8000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	759000000.0	3	Mazda
4657	Truck	Số sàn	120000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2016	345000000.0	Ollin	Thaco
13491	SUV / Cross over	Tự động	11000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2011	438000000.0	Everest	Ford
22036	Hatchback	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	318000000.0	Morning	Kia
10849	Van/Minivan	Số sàn	400000	Dầu	29	Đã sử dụng	Lắp ráp trong nước	2009	260000000.0	County	Hyundai
37170	Hatchback	Số sàn	70000	Xăng	2	Đã sử dụng	Nhập khẩu	2014	145000000.0	Morning	Kia
28232	SUV / Cross over	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	622000000.0	Kona	Hyundai
4857	Sedan	Tự động	140000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	448000000.0	K3	Kia
24220	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	549000000.0	City	Honda
34129	Hatchback	Số sàn	181000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	145000000.0	Morning	Kia
17762	Sedan	Số sàn	0	Xăng	5	Mới	Lắp ráp trong nước	2021	395000000.0	Accent	Hyundai
38110	SUV / Cross over	Số sàn	2200	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2021	700000000.0	Innova	Toyota
22041	Hatchback	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	195000000.0	Morning	Kia
25894	SUV / Cross over	Tự động	0	Xăng	7	Mới	Lắp ráp trong nước	2021	1094000000.0	5008	Peugeot
14722	Sedan	Số sàn	65000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	350000000.0	Vios	Toyota
39365	Hatchback	Tự động	50000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	630000000.0	Venza	Toyota
25570	Sedan	Tự động	36000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	498000000.0	Vios	Toyota
33286	SUV / Cross over	Tự động	18900	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2020	875999999.0	Outlander	Mitsubishi
7879	SUV / Cross over	Số sàn	140000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	448000000.0	Innova	Toyota
15770	SUV / Cross over	Tự động	260000	Xăng	7	Đã sử dụng	Nhập khẩu	2009	638000000.0	MDX	Acura
28663	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	535000000.0	Cerato	Kia
967	Sedan	Tự động	520000	Xăng	5	Đã sử dụng	Nhập khẩu	1996	166000000.0	Camry	Toyota
5391	SUV / Cross over	Số sàn	52000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	790000000.0	Pajero	Mitsubishi
2634	Van/Minivan	Số sàn	31000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2018	495000000.0	Transit	Ford
354	Hatchback	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	455000000.0	Focus	Ford
22870	Hatchback	Tự động	22000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	380000000.0	Morning	Kia
37098	SUV / Cross over	Số sàn	80888	Xăng	9	Đã sử dụng	Nhập khẩu	1980	3000000000.0	Defender	LandRover
24922	SUV / Cross over	Tự động	90000	Dầu	7	Đã sử dụng	Nhập khẩu	2013	610000000.0	Rexton	Ssangyong
28140	Hatchback	Số sàn	123456	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	130000000.0	Spark	Chevrolet
39020	Sedan	Số sàn	17000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	590000000.0	Elantra	Hyundai
1023	Sedan	Tự động	139000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	407000000.0	Civic	Honda
34223	Sedan	Số sàn	45000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	355000000.0	Accent	Hyundai
16566	SUV / Cross over	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	685000000.0	CX5	Mazda
21594	SUV / Cross over	Tự động	75000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2013	430000000.0	Innova	Toyota
17655	SUV / Cross over	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1232000000.0	Sorento	Kia
5358	Van/Minivan	Tự động	220000	Xăng	2	Đã sử dụng	Nhập khẩu	2011	213000000.0	Morning	Kia
8063	SUV / Cross over	Số sàn	180000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2008	235000000.0	Innova	Toyota
30208	Hatchback	Tự động	20000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	458000000.0	2	Mazda
19786	SUV / Cross over	Tự động	52000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	779000000.0	CX5	Mazda
12631	Bán tải / Pickup	Tự động	800000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	580000000.0	Ranger	Ford
4315	SUV / Cross over	Tự động	37360	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	630000000.0	Kona	Hyundai
35172	Sedan	Tự động	5000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	1879000000.0	Cclass	Mercedes Benz
1243	Sedan	Tự động	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	318000000.0	Avante	Hyundai
24489	Sedan	Số sàn	0	Xăng	5	Mới	Lắp ráp trong nước	2021	432000000.0	Vios	Toyota
24777	SUV / Cross over	Tự động	126000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	468000000.0	CRV	Honda
18878	Sedan	Tự động	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	345000000.0	Forte	Kia
11741	SUV / Cross over	Tự động	9000	Dầu	7	Đã sử dụng	Nhập khẩu	2020	1080000000.0	Everest	Ford
7309	SUV / Cross over	Tự động	70000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	530000000.0	Xpander	Mitsubishi
13731	Sedan	Tự động	51234	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	435000000.0	City	Honda
6616	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	589000000.0	Cerato	Kia
35128	Sedan	Số sàn	280000	Xăng	5	Đã sử dụng	Nhập khẩu	2000	185000000.0	Camry	Toyota
1186	Convertible/Cabriolet	Tự động	3000	Xăng	2	Đã sử dụng	Nhập khẩu	2020	3600000000.0	Z4	BMW
8437	SUV / Cross over	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1348000000.0	GLCclass	Mercedes Benz
336	SUV / Cross over	Tự động	220000	Dầu	7	Đã sử dụng	Nhập khẩu	2011	560000000.0	SantaFe	Hyundai
18795	Sedan	Số sàn	190000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2001	59000000.0	Nubira	Daewoo
4594	Sedan	Số sàn	280000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	113000000.0	Gentra	Daewoo
17117	Hatchback	Tự động	111000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	255000000.0	Focus	Ford
33200	Hatchback	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	188000000.0	Spark	Chevrolet
10467	SUV / Cross over	Tự động	80000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	580000000.0	Sportage	Kia
34205	Sedan	Tự động	10000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	575000000.0	3	Mazda
24767	Sedan	Số sàn	86125	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	315000000.0	Cruze	Chevrolet
39089	SUV / Cross over	Tự động	21000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2020	1029000000.0	Sedona	Kia
4994	Hatchback	Số sàn	380000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2003	50000000.0	Matiz	Daewoo
40854	Hatchback	Tự động	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	225000000.0	Morning	Kia
20310	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	455000000.0	3	BMW
16534	SUV / Cross over	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1396000000.0	GLCclass	Mercedes Benz
9860	Hatchback	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	263000000.0	Morning	Kia
8121	Truck	Số sàn	220000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2011	162000000.0	K2700	Kia
30362	Sedan	Tự động	6600	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1850000000.0	Eclass	Mercedes Benz
19894	Hatchback	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	215000000.0	Morning	Kia
32095	SUV / Cross over	Tự động	41000	Dầu	7	Đã sử dụng	Nhập khẩu	2017	685000000.0	MUX	Isuzu
4854	Sedan	Tự động	240000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	310000000.0	Vios	Toyota
7763	SUV / Cross over	Tự động	17000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	685000000.0	Seltos	Kia
11669	Van/Minivan	Số sàn	260000	Xăng	9	Đã sử dụng	Nhập khẩu	2009	244000000.0	Starex	Hyundai
31847	SUV / Cross over	Tự động	38000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1650000000.0	GLCclass	Mercedes Benz
8516	Sedan	Tự động	10000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	550000000.0	Vios	Toyota
27477	Sedan	Tự động	29000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	535000000.0	City	Honda
13468	SUV / Cross over	Số sàn	120000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2016	645000000.0	Fortuner	Toyota
32872	Van/Minivan	Tự động	47000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	470000000.0	Orlando	Chevrolet
17368	Sedan	Tự động	65050	Xăng	5	Đã sử dụng	Nhập khẩu	2014	2700000000.0	A8	Audi
16939	SUV / Cross over	Tự động	79000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	679000000.0	CX5	Mazda
24672	SUV / Cross over	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	415000000.0	EcoSport	Ford
13400	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	515000000.0	Elantra	Hyundai
32592	Sedan	Số sàn	64000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	248000000.0	Aveo	Chevrolet
8012	Hatchback	Tự động	320000	Xăng	5	Đã sử dụng	Nhập khẩu	2006	135000000.0	Morning	Kia
27942	SUV / Cross over	Tự động	44000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	3675000000.0	RX	Lexus
39990	Bán tải / Pickup	Tự động	61000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	489000000.0	Triton	Mitsubishi
12849	Hatchback	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	300000000.0	I30	Hyundai
16616	Van/Minivan	Tự động	82000	Xăng	2	Đã sử dụng	Nhập khẩu	2013	210000000.0	Morning	Kia
17086	SUV / Cross over	Số sàn	40000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2007	220000000.0	Innova	Toyota
35410	Bán tải / Pickup	Tự động	40000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	730000000.0	Ranger	Ford
5352	Hatchback	Tự động	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	130000000.0	Morning	Kia
28658	Sedan	Tự động	600000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	500000000.0	Cerato	Kia
217	Hatchback	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2012	295000000.0	Morning	Kia
3523	SUV / Cross over	Số sàn	210000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2005	185000000.0	Everest	Ford
15480	Sedan	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	285000000.0	Vios	Toyota
36339	Sedan	Tự động	89000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	399000000.0	K3	Kia
18189	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	500000000.0	Ciaz	Suzuki
16893	Sedan	Tự động	50000	Xăng	4	Đã sử dụng	Nhập khẩu	2012	670000000.0	Genesis	Hyundai
15094	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	430000000.0	City	Honda
38194	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	508000000.0	Cerato	Kia
22925	Sedan	Tự động	0	Xăng	4	Mới	Nhập khẩu	2021	20150000000.0	FlyingSpur	Bentley
25415	SUV / Cross over	Tự động	70000	Xăng	8	Đã sử dụng	Nhập khẩu	2016	3430000000.0	LandCruiser	Toyota
2087	Van/Minivan	Số sàn	38000	Xăng	2	Đã sử dụng	Lắp ráp trong nước	2018	185000000.0	Spark	Chevrolet
25885	Sedan	Tự động	3968	Xăng	5	Đã sử dụng	Nhập khẩu	2020	2599000000.0	ES	Lexus
32057	Sedan	Tự động	27000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	920000000.0	Camry	Toyota
4922	SUV / Cross over	Số sàn	185000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2007	238000000.0	Innova	Toyota
40223	Sedan	Tự động	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	265000000.0	Cruze	Chevrolet
29041	Sedan	Tự động	39000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	620000000.0	3	Mazda
39985	Sedan	Số sàn	68626	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	345000000.0	Vios	Toyota
29086	Sedan	Số sàn	300000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	1986	42000000.0	Accord	Honda
19938	Sedan	Tự động	56000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	389000000.0	City	Honda
3409	Hatchback	Số sàn	72000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	232000000.0	Morning	Kia
28651	Hatchback	Số sàn	42000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	272000000.0	Grandi10	Hyundai
20851	Van/Minivan	Số sàn	78000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2018	380000000.0	Transit	Ford
8201	Sedan	Số sàn	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	210000000.0	Vios	Toyota
20064	SUV / Cross over	Tự động	15000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	5300000000.0	Cayenne	Porsche
19805	SUV / Cross over	Tự động	3000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	2499000000.0	GLCclass	Mercedes Benz
26720	SUV / Cross over	Số sàn	85000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2014	370000000.0	Innova	Toyota
32814	Hatchback	Số sàn	170000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	125000000.0	Morning	Kia
21112	Hatchback	Tự động	33568	Xăng	5	Đã sử dụng	Nhập khẩu	2019	405000000.0	Brio	Honda
22421	SUV / Cross over	Tự động	30000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	680000000.0	Sorento	Kia
40276	SUV / Cross over	Tự động	8000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2021	1220000000.0	Sorento	Kia
21890	Sedan	Tự động	20000	Xăng	4	Đã sử dụng	Nhập khẩu	2018	5900000000.0	Panamera	Porsche
14723	SUV / Cross over	Tự động	90000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2013	495000000.0	Pajero	Mitsubishi
22890	Coupe	Tự động	50000	Xăng	4	Đã sử dụng	Nhập khẩu	2014	1240000000.0	4Series	BMW
3160	SUV / Cross over	Tự động	60000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2019	868000000.0	Sorento	Kia
30985	Van/Minivan	Tự động	30000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	530000000.0	Xpander	Mitsubishi
16713	Van/Minivan	Tự động	19000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2020	1045000000.0	Sedona	Kia
29913	Sedan	Tự động	11111	Xăng	4	Đã sử dụng	Lắp ráp trong nước	2021	1111111111.0	LUX	VinFast
22270	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1690000000.0	Eclass	Mercedes Benz
29434	Sedan	Tự động	38000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	580000000.0	Cerato	Kia
33471	Sedan	Tự động	93000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	332000000.0	Cclass	Mercedes Benz
28476	Van/Minivan	Số sàn	130000	Dầu	9	Đã sử dụng	Nhập khẩu	2016	675000000.0	Starex	Hyundai
16449	Sedan	Số sàn	97000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	470000000.0	Elantra	Hyundai
39595	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	495000000.0	Eclass	Mercedes Benz
9210	Truck	Số sàn	5000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2018	368000000.0	Frontier	Kia
4635	SUV / Cross over	Tự động	280000	Dầu	7	Đã sử dụng	Nhập khẩu	2008	446000000.0	SantaFe	Hyundai
10931	Sedan	Số sàn	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	282000000.0	Avante	Hyundai
31231	Van/Minivan	Tự động	13449	Xăng	7	Đã sử dụng	Nhập khẩu	2020	620000000.0	XpanderCross	Mitsubishi
22033	Sedan	Tự động	42000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	510000000.0	Focus	Ford
9981	SUV / Cross over	Số sàn	68000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	599000000.0	Innova	Toyota
28850	Bán tải / Pickup	Tự động	77000	Dầu	5	Đã sử dụng	Nhập khẩu	2017	570000000.0	Ranger	Ford
30597	Sedan	Tự động	10000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	625000000.0	3	Mazda
31750	Sedan	Số sàn	150000	Xăng	5	Đã sử dụng	Nhập khẩu	2001	56000000.0	Lanos	Daewoo
4435	Sedan	Số sàn	170000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	160000000.0	Lacetti	Daewoo
17204	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1890000000.0	Eclass	Mercedes Benz
19246	Sedan	Tự động	53000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1180000000.0	Cclass	Mercedes Benz
943	Bán tải / Pickup	Tự động	44000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	798000000.0	Ranger	Ford
32247	Van/Minivan	Số sàn	128999	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	450000000.0	Innova	Toyota
30615	Hatchback	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	386000000.0	Swift	Suzuki
